Gender,CGPA,No. of Placements,No. of Backlogs,Section,Year,Branch,Status
male,7.56,1,0.0,1,18,ECE,Placed
male,8.52,1,0.0,1,18,ECE,Placed
male,7.78,1,0.0,1,18,ECE,Placed
male,9.02,1,0.0,1,18,ECE,Placed
male,7.14,0,13.0,1,18,ECE,Not Placed
male,8.35,1,0.0,1,18,ECE,Placed
male,7.05,0,0.0,1,18,ECE,Not Placed
male,6.5,0,0.0,1,18,ECE,Not Placed
male,7.0,0,8.0,1,18,ECE,Not Placed
male,9.83,2,0.0,1,18,ECE,Placed
male,7.45,1,0.0,1,18,ECE,Placed
male,9.01,4,0.0,1,18,ECE,Placed
male,9.46,2,0.0,1,18,ECE,Placed
male,7.49,1,0.0,1,18,ECE,Placed
male,6.16,0,0.0,1,18,ECE,Not Placed
male,8.28,1,0.0,1,18,ECE,Placed
male,7.62,1,0.0,1,18,ECE,Placed
male,7.23,1,0.0,1,18,ECE,Placed
male,8.75,3,0.0,1,18,ECE,Placed
male,7.84,1,0.0,1,18,ECE,Placed
male,8.57,1,0.0,1,18,ECE,Placed
male,6.8,1,1.0,1,18,ECE,Placed
male,8.53,1,0.0,1,18,ECE,Placed
male,8.71,1,0.0,1,18,ECE,Placed
male,8.52,1,0.0,1,18,ECE,Placed
male,8.53,2,0.0,1,18,ECE,Placed
male,8.71,1,0.0,1,18,ECE,Placed
male,8.76,1,0.0,1,18,ECE,Placed
male,8.22,1,0.0,1,18,ECE,Placed
female,7.78,1,0.0,1,18,ECE,Placed
female,7.33,1,0.0,1,18,ECE,Placed
male,7.8,1,0.0,1,18,ECE,Placed
female,8.5,1,0.0,1,18,ECE,Placed
female,7.2,0,0.0,1,18,ECE,Not Placed
female,6.14,0,3.0,1,18,ECE,Not Placed
male,6.54,1,2.0,1,18,ECE,Placed
male,6.36,1,4.0,1,18,ECE,Placed
male,6.2,1,0.0,1,18,ECE,Placed
female,7.345,1,,2,18,ECE,Placed
female,7.82,1,0.0,2,18,ECE,Placed
female,7.07,0,0.0,2,18,ECE,Not Placed
female,8.59,0,0.0,2,18,ECE,Not Placed
female,7.5,1,0.0,2,18,ECE,Placed
female,7.81,1,0.0,2,18,ECE,Placed
female,8.39,1,0.0,2,18,ECE,Placed
female,8.48,1,0.0,2,18,ECE,Placed
female,7.5,1,0.0,2,18,ECE,Placed
female,7.2,1,0.0,2,18,ECE,Placed
female,9.1,1,0.0,2,18,ECE,Placed
female,8.0,1,0.0,2,18,ECE,Placed
female,7.15,1,0.0,2,18,ECE,Placed
female,8.67,1,,2,18,ECE,Placed
female,8.41,1,0.0,2,18,ECE,Placed
female,7.13,1,,2,18,ECE,Placed
female,9.11,1,0.0,2,18,ECE,Placed
female,8.91,2,0.0,2,18,ECE,Placed
female,8.85,1,,2,18,ECE,Placed
female,8.17,1,0.0,2,18,ECE,Placed
female,7.83,2,0.0,2,18,ECE,Placed
female,8.19,2,0.0,2,18,ECE,Placed
female,8.48,1,,2,18,ECE,Placed
female,8.91,2,0.0,2,18,ECE,Placed
female,8.01,1,,2,18,ECE,Placed
female,8.43,0,,2,18,ECE,Not Placed
female,8.26,1,0.0,2,18,ECE,Placed
male,9.02,2,0.0,2,18,ECE,Placed
male,8.07,1,0.0,2,18,ECE,Placed
male,7.0,1,,2,18,ECE,Placed
male,9.15,1,0.0,2,18,ECE,Placed
male,8.88,2,0.0,2,18,ECE,Placed
male,8.91,2,0.0,2,18,ECE,Placed
male,8.49,1,0.0,2,18,ECE,Placed
male,7.96,1,0.0,2,18,ECE,Placed
male,9.07,4,0.0,2,18,ECE,Placed
male,9.05,1,0.0,2,18,ECE,Placed
male,7.01,1,0.0,2,18,ECE,Placed
male,8.35,1,0.0,2,18,ECE,Placed
male,8.17,1,0.0,2,18,ECE,Placed
male,8.5,1,0.0,2,18,ECE,Placed
male,7.74,1,0.0,2,18,ECE,Placed
male,8.97,2,0.0,2,18,ECE,Placed
male,7.51,2,0.0,2,18,ECE,Placed
male,9.15,1,0.0,2,18,ECE,Placed
male,7.43,0,0.0,2,18,ECE,Not Placed
male,8.19,1,0.0,2,18,ECE,Placed
male,8.57,2,0.0,2,18,ECE,Placed
male,9.19,3,0.0,2,18,ECE,Placed
male,8.62,1,0.0,2,18,ECE,Placed
male,8.39,1,0.0,2,18,ECE,Placed
male,6.55,0,10.0,2,18,ECE,Not Placed
male,8.62,0,0.0,2,18,ECE,Not Placed
male,6.61,0,2.0,2,18,ECE,Not Placed
male,8.08,1,0.0,2,18,ECE,Placed
male,7.34,0,0.0,2,18,ECE,Not Placed
male,8.86,1,0.0,2,18,ECE,Placed
male,7.0,2,0.0,2,18,ECE,Placed
female,9.44,1,0.0,2,18,ECE,Placed
male,7.83,1,0.0,2,18,ECE,Placed
male,8.52,1,0.0,2,18,ECE,Placed
male,7.4,1,1.0,2,18,ECE,Placed
male,8.43,1,0.0,2,18,ECE,Placed
female,9.2,1,0.0,2,18,ECE,Placed
female,8.53,1,0.0,2,18,ECE,Placed
female,8.23,1,0.0,2,18,ECE,Placed
male,8.11,0,0.0,2,18,ECE,Not Placed
male,6.0,0,0.0,2,18,ECE,Not Placed
male,7.84,0,0.0,2,18,ECE,Not Placed
female,8.86,1,0.0,2,18,ECE,Placed
male,6.93,0,11.0,2,18,ECE,Not Placed
male,7.3,1,0.0,2,18,ECE,Placed
female,8.31,3,0.0,3,18,ECE,Placed
female,6.51,1,2.0,3,18,ECE,Placed
female,9.1,1,0.0,3,18,ECE,Placed
female,7.99,2,0.0,3,18,ECE,Placed
female,9.12,2,0.0,3,18,ECE,Placed
female,8.6,1,0.0,3,18,ECE,Placed
female,9.06,1,0.0,3,18,ECE,Placed
female,8.88,1,0.0,3,18,ECE,Placed
female,7.1,1,0.0,3,18,ECE,Placed
female,9.28,1,0.0,3,18,ECE,Placed
female,8.7,1,0.0,3,18,ECE,Placed
female,7.82,2,0.0,3,18,ECE,Placed
female,7.56,3,0.0,3,18,ECE,Placed
female,7.39,2,1.0,3,18,ECE,Placed
female,6.59,0,0.0,3,18,ECE,Not Placed
female,9.07,1,0.0,3,18,ECE,Placed
female,8.89,1,0.0,3,18,ECE,Placed
female,8.84,1,0.0,3,18,ECE,Placed
female,8.26,2,0.0,3,18,ECE,Placed
female,7.73,1,0.0,3,18,ECE,Placed
female,9.58,1,0.0,3,18,ECE,Placed
female,6.87,1,0.0,3,18,ECE,Placed
female,8.43,2,0.0,3,18,ECE,Placed
female,9.65,1,0.0,3,18,ECE,Placed
female,8.9,1,0.0,3,18,ECE,Placed
female,7.84,2,0.0,3,18,ECE,Placed
female,8.55,1,0.0,3,18,ECE,Placed
female,8.89,1,0.0,3,18,ECE,Placed
female,8.1,2,0.0,3,18,ECE,Placed
female,8.14,2,0.0,3,18,ECE,Placed
male,8.4,1,0.0,3,18,ECE,Placed
male,8.21,1,0.0,3,18,ECE,Placed
male,7.23,0,0.0,3,18,ECE,Not Placed
male,6.69,0,0.0,3,18,ECE,Not Placed
male,8.57,1,0.0,3,18,ECE,Placed
male,7.26,0,1.0,3,18,ECE,Not Placed
male,7.04,1,1.0,3,18,ECE,Placed
male,7.26,1,0.0,3,18,ECE,Placed
male,7.99,2,0.0,3,18,ECE,Placed
male,8.44,3,0.0,3,18,ECE,Placed
male,8.4,2,0.0,3,18,ECE,Placed
male,8.13,3,0.0,3,18,ECE,Placed
male,7.31,1,0.0,3,18,ECE,Placed
male,7.12,1,2.0,3,18,ECE,Placed
male,6.82,1,1.0,3,18,ECE,Placed
male,8.57,2,0.0,3,18,ECE,Placed
male,6.84,0,2.0,3,18,ECE,Not Placed
male,8.17,1,0.0,3,18,ECE,Placed
male,9.07,3,0.0,3,18,ECE,Placed
male,7.12,0,0.0,3,18,ECE,Not Placed
male,7.22,0,2.0,3,18,ECE,Not Placed
male,7.73,1,1.0,3,18,ECE,Placed
male,8.32,3,0.0,3,18,ECE,Placed
male,7.0,1,0.0,3,18,ECE,Placed
male,6.0,2,2.0,3,18,ECE,Placed
male,8.8,1,0.0,3,18,ECE,Placed
male,8.5,2,0.0,3,18,ECE,Placed
male,8.5,1,0.0,3,18,ECE,Placed
male,8.85,1,0.0,3,18,ECE,Placed
male,9.38,2,0.0,3,18,ECE,Placed
male,8.83,1,0.0,3,18,ECE,Placed
male,8.21,1,0.0,3,18,ECE,Placed
male,8.38,1,0.0,3,18,ECE,Placed
male,7.33,1,0.0,3,18,ECE,Placed
male,7.73,1,0.0,3,18,ECE,Placed
female,8.88,0,0.0,3,18,ECE,Not Placed
male,6.8,0,1.0,3,18,ECE,Not Placed
male,7.49,0,1.0,3,18,ECE,Not Placed
female,7.94,1,0.0,3,18,ECE,Placed
female,6.73,1,1.0,3,18,ECE,Placed
female,8.89,2,,1,19,ECE,Placed
female,7.590000000000001,1,,1,19,ECE,Placed
female,8.85,5,,1,19,ECE,Placed
female,7.8,1,,1,19,ECE,Placed
female,9.0,2,,1,19,ECE,Placed
female,8.95,2,,1,19,ECE,Placed
female,7.3,1,,1,19,ECE,Placed
female,6.9,1,,1,19,ECE,Placed
female,7.44,1,,1,19,ECE,Placed
female,9.16,1,,1,19,ECE,Placed
female,7.81,1,,1,19,ECE,Placed
female,6.74,1,1.0,1,19,ECE,Placed
female,7.4,2,,1,19,ECE,Placed
female,8.1,0,,1,19,ECE,Not Placed
female,8.940000000000001,1,,1,19,ECE,Placed
female,8.559999999999999,3,,1,19,ECE,Placed
female,8.68,1,,1,19,ECE,Placed
female,9.120000000000001,1,,1,19,ECE,Placed
female,6.67,1,,1,19,ECE,Placed
female,8.73,1,,1,19,ECE,Placed
female,8.78,3,,1,19,ECE,Placed
female,9.42,1,,1,19,ECE,Placed
female,6.07,1,13.0,1,19,ECE,Placed
female,8.42,1,,1,19,ECE,Placed
female,8.9,3,,1,19,ECE,Placed
female,8.870000000000001,1,,1,19,ECE,Placed
female,8.2,1,,1,19,ECE,Placed
female,9.309999999999999,1,,1,19,ECE,Placed
female,8.559999999999999,3,,1,19,ECE,Placed
male,8.72,1,,1,19,ECE,Placed
male,6.4,1,2.0,1,19,ECE,Placed
male,6.720000000000001,4,3.0,1,19,ECE,Placed
male,6.33,1,4.0,1,19,ECE,Placed
male,7.459999999999999,1,,1,19,ECE,Placed
male,6.6,1,,1,19,ECE,Placed
male,8.440000000000001,4,,1,19,ECE,Placed
male,8.5,4,,1,19,ECE,Placed
male,8.86,1,,1,19,ECE,Placed
male,6.29,1,5.0,1,19,ECE,Placed
male,8.809999999999999,3,,1,19,ECE,Placed
male,7.720000000000001,2,,1,19,ECE,Placed
male,7.37,3,,1,19,ECE,Placed
male,8.64,2,,1,19,ECE,Placed
male,7.7,1,,1,19,ECE,Placed
male,6.970000000000001,1,,1,19,ECE,Placed
male,8.58,4,,1,19,ECE,Placed
male,7.75,1,,1,19,ECE,Placed
male,6.529999999999999,1,1.0,1,19,ECE,Placed
male,6.55,0,,1,19,ECE,Not Placed
male,8.93,1,,1,19,ECE,Placed
male,8.34,2,,1,19,ECE,Placed
male,7.51,0,,1,19,ECE,Not Placed
male,7.709999999999999,1,,1,19,ECE,Placed
male,6.8,1,,1,19,ECE,Placed
male,8.459999999999999,3,,1,19,ECE,Placed
male,6.83,1,,1,19,ECE,Placed
male,9.05,1,,1,19,ECE,Placed
male,9.03,2,,1,19,ECE,Placed
female,7.42,0,,1,19,ECE,Not Placed
female,9.14,2,,1,19,ECE,Placed
female,9.41,3,,1,19,ECE,Placed
male,8.120000000000001,0,,1,19,ECE,Not Placed
male,8.0,1,,1,19,ECE,Placed
female,7.88,1,,1,19,ECE,Placed
female,6.590000000000001,1,,1,19,ECE,Placed
female,7.4,0,,1,19,ECE,Not Placed
male,7.359999999999999,1,,1,19,ECE,Placed
female,7.5,1,,1,19,ECE,Placed
female,6.2299999999999995,1,10.0,1,19,ECE,Placed
male,6.0,1,3.0,1,19,ECE,Placed
female,7.15,1,4.0,2,19,ECE,Placed
female,8.53,3,,2,19,ECE,Placed
female,8.6,1,,2,19,ECE,Placed
female,8.85,2,,2,19,ECE,Placed
female,9.07,3,,2,19,ECE,Placed
female,9.71,2,,2,19,ECE,Placed
female,9.11,3,,2,19,ECE,Placed
female,8.7,1,,2,19,ECE,Placed
female,8.4,1,1.0,2,19,ECE,Placed
female,9.05,1,,2,19,ECE,Placed
female,7.42,1,,2,19,ECE,Placed
female,7.43,1,,2,19,ECE,Placed
female,9.1,2,,2,19,ECE,Placed
female,8.3,1,,2,19,ECE,Placed
female,9.32,3,,2,19,ECE,Placed
female,7.35,3,,2,19,ECE,Placed
female,7.77,3,,2,19,ECE,Placed
female,8.45,1,,2,19,ECE,Placed
female,8.3,1,,2,19,ECE,Placed
female,8.7,2,,2,19,ECE,Placed
female,8.4,1,,2,19,ECE,Placed
female,7.1,1,,2,19,ECE,Placed
female,9.62,1,,2,19,ECE,Placed
female,8.34,1,,2,19,ECE,Placed
male,7.33,0,,2,19,ECE,Not Placed
male,6.8,0,6.0,2,19,ECE,Not Placed
male,7.6,0,,2,19,ECE,Not Placed
male,8.0,1,,2,19,ECE,Placed
male,8.5,1,,2,19,ECE,Placed
male,8.83,1,,2,19,ECE,Placed
male,7.6,3,,2,19,ECE,Placed
male,7.0,0,,2,19,ECE,Not Placed
male,7.05,0,,2,19,ECE,Not Placed
male,9.13,1,,2,19,ECE,Placed
male,6.62,0,5.0,2,19,ECE,Not Placed
male,6.77,1,,2,19,ECE,Placed
male,8.01,1,,2,19,ECE,Placed
male,7.81,2,,2,19,ECE,Placed
male,8.36,2,,2,19,ECE,Placed
male,8.46,4,,2,19,ECE,Placed
male,6.99,0,2.0,2,19,ECE,Not Placed
male,6.26,1,,2,19,ECE,Placed
male,9.06,0,,2,19,ECE,Not Placed
male,6.5,1,8.0,2,19,ECE,Placed
male,8.03,1,,2,19,ECE,Placed
male,8.35,1,,2,19,ECE,Placed
male,8.43,1,,2,19,ECE,Placed
male,8.43,1,,2,19,ECE,Placed
male,8.0,1,,2,19,ECE,Placed
male,6.23,0,10.0,2,19,ECE,Not Placed
male,8.85,2,,2,19,ECE,Placed
male,7.9,2,,2,19,ECE,Placed
male,7.1,1,,2,19,ECE,Placed
male,8.58,1,,2,19,ECE,Placed
male,9.65,0,8.0,2,19,ECE,Not Placed
male,8.83,2,,2,19,ECE,Placed
male,8.0,1,,2,19,ECE,Placed
male,7.9,2,,2,19,ECE,Placed
male,7.3,1,,2,19,ECE,Placed
male,6.22,0,14.0,2,19,ECE,Not Placed
female,9.36,1,,2,19,ECE,Placed
male,8.1,3,,2,19,ECE,Placed
female,7.76,1,,2,19,ECE,Placed
male,7.3,2,,2,19,ECE,Placed
male,9.0,2,,2,19,ECE,Placed
female,7.59,1,,2,19,ECE,Placed
male,9.09,1,,2,19,ECE,Placed
female,8.3,1,,2,19,ECE,Placed
male,8.0,1,,2,19,ECE,Placed
female,9.05,2,,2,19,ECE,Placed
male,7.85,1,,2,19,ECE,Placed
female,8.5,1,,2,19,ECE,Placed
male,6.5,1,9.0,2,19,ECE,Placed
female,9.51,3,,3,19,ECE,Placed
female,8.28,3,,3,19,ECE,Placed
female,8.28,1,,3,19,ECE,Placed
female,8.14,1,,3,19,ECE,Placed
female,8.32,1,,3,19,ECE,Placed
female,8.6,2,,3,19,ECE,Placed
female,9.369999999999996,1,,3,19,ECE,Placed
female,7.4,1,,3,19,ECE,Placed
female,8.439999999999998,5,,3,19,ECE,Placed
female,9.29,1,,3,19,ECE,Placed
female,6.22,1,2.0,3,19,ECE,Placed
female,7.879999999999999,1,,3,19,ECE,Placed
female,7.889999999999999,1,,3,19,ECE,Placed
female,8.56,1,,3,19,ECE,Placed
female,8.100000000000001,2,,3,19,ECE,Placed
female,7.7,3,,3,19,ECE,Placed
female,9.04,1,,3,19,ECE,Placed
female,7.4,2,,3,19,ECE,Placed
male,8.420000000000002,2,,3,19,ECE,Placed
male,8.119999999999997,2,,3,19,ECE,Placed
male,8.48,5,,3,19,ECE,Placed
male,8.2,1,,3,19,ECE,Placed
male,8.6,2,,3,19,ECE,Placed
male,8.85,2,,3,19,ECE,Placed
male,6.6000000000000005,1,4.0,3,19,ECE,Placed
male,6.959999999999999,1,,3,19,ECE,Placed
male,8.32,2,,3,19,ECE,Placed
male,8.78,1,,3,19,ECE,Placed
male,7.4,0,,3,19,ECE,Not Placed
male,8.55,4,,3,19,ECE,Placed
male,9.369999999999996,1,,3,19,ECE,Placed
male,7.6,3,,3,19,ECE,Placed
male,9.14,2,,3,19,ECE,Placed
male,8.19,3,,3,19,ECE,Placed
male,8.41,1,,3,19,ECE,Placed
male,7.22,1,,3,19,ECE,Placed
male,7.610000000000001,3,,3,19,ECE,Placed
male,8.4,2,,3,19,ECE,Placed
male,9.1,1,,3,19,ECE,Placed
male,8.48,2,,3,19,ECE,Placed
male,8.590000000000002,2,,3,19,ECE,Placed
male,8.0,0,,3,19,ECE,Not Placed
male,7.35,1,,3,19,ECE,Placed
male,8.83,2,,3,19,ECE,Placed
male,7.4,1,,3,19,ECE,Placed
male,8.05,1,,3,19,ECE,Placed
male,7.42,1,,3,19,ECE,Placed
male,8.590000000000002,1,,3,19,ECE,Placed
male,6.32,1,,3,19,ECE,Placed
male,7.55,3,,3,19,ECE,Placed
male,8.02,1,,3,19,ECE,Placed
male,8.85,2,,3,19,ECE,Placed
male,7.62,2,,3,19,ECE,Placed
male,8.299999999999999,1,,3,19,ECE,Placed
male,7.120000000000001,3,,3,19,ECE,Placed
male,7.94,2,,3,19,ECE,Placed
female,8.58,1,,3,19,ECE,Placed
male,7.92,2,,3,19,ECE,Placed
female,8.9,1,,3,19,ECE,Placed
male,7.639999999999999,1,,3,19,ECE,Placed
male,7.6,2,,3,19,ECE,Placed
male,7.84,1,,3,19,ECE,Placed
female,8.98,1,,3,19,ECE,Placed
male,8.45,3,,3,19,ECE,Placed
male,7.9,1,,3,19,ECE,Placed
male,6.909999999999999,0,,3,19,ECE,Not Placed
male,7.290000000000001,1,,3,19,ECE,Placed
male,6.7,0,3.0,3,19,ECE,Not Placed
female,7.82,3,0.0,1,20,ECE,Placed
female,8.22,2,0.0,1,20,ECE,Placed
female,6.67,0,0.0,1,20,ECE,Not Placed
female,7.69,2,0.0,1,20,ECE,Placed
female,6.5,1,1.0,1,20,ECE,Placed
female,7.34,1,0.0,1,20,ECE,Placed
female,6.69,3,0.0,1,20,ECE,Placed
female,7.77,2,0.0,1,20,ECE,Placed
female,8.8,2,0.0,1,20,ECE,Placed
female,8.21,3,0.0,1,20,ECE,Placed
female,7.45,1,0.0,1,20,ECE,Placed
female,7.89,3,0.0,1,20,ECE,Placed
female,8.81,2,0.0,1,20,ECE,Placed
female,6.36,2,0.0,1,20,ECE,Placed
female,6.71,2,0.0,1,20,ECE,Placed
female,8.33,1,0.0,1,20,ECE,Placed
female,7.23,0,0.0,1,20,ECE,Not Placed
female,6.37,1,1.0,1,20,ECE,Placed
female,8.2,1,0.0,1,20,ECE,Placed
female,8.4,2,0.0,1,20,ECE,Placed
female,6.48,1,0.0,1,20,ECE,Placed
female,8.26,1,0.0,1,20,ECE,Placed
female,8.76,2,0.0,1,20,ECE,Placed
male,7.75,1,0.0,1,20,ECE,Placed
male,8.27,2,0.0,1,20,ECE,Placed
male,5.51,0,0.0,1,20,ECE,Not Placed
male,7.4,1,0.0,1,20,ECE,Placed
male,6.11,2,0.0,1,20,ECE,Placed
male,7.77,4,0.0,1,20,ECE,Placed
male,7.13,2,0.0,1,20,ECE,Placed
male,6.34,1,0.0,1,20,ECE,Placed
male,6.51,2,0.0,1,20,ECE,Placed
male,8.16,1,0.0,1,20,ECE,Placed
male,7.36,0,0.0,1,20,ECE,Not Placed
male,7.29,0,0.0,1,20,ECE,Not Placed
male,8.11,3,0.0,1,20,ECE,Placed
male,7.82,1,0.0,1,20,ECE,Placed
male,5.05,0,0.0,1,20,ECE,Not Placed
male,8.2,3,0.0,1,20,ECE,Placed
male,5.47,0,4.0,1,20,ECE,Not Placed
male,6.17,0,2.0,1,20,ECE,Not Placed
male,7.97,2,0.0,1,20,ECE,Placed
male,7.35,1,0.0,1,20,ECE,Placed
male,8.81,2,0.0,1,20,ECE,Placed
male,7.95,2,0.0,1,20,ECE,Placed
male,6.47,1,1.0,1,20,ECE,Placed
male,6.55,1,0.0,1,20,ECE,Placed
male,5.34,0,6.0,1,20,ECE,Not Placed
male,9.03,0,0.0,1,20,ECE,Not Placed
male,8.65,2,0.0,1,20,ECE,Placed
male,7.04,1,0.0,1,20,ECE,Placed
male,8.78,2,0.0,1,20,ECE,Placed
male,7.9,3,0.0,1,20,ECE,Placed
male,6.87,1,0.0,1,20,ECE,Placed
male,7.71,1,0.0,1,20,ECE,Placed
male,7.56,1,0.0,1,20,ECE,Placed
male,7.76,2,0.0,1,20,ECE,Placed
male,5.97,0,2.0,1,20,ECE,Not Placed
male,7.86,3,0.0,1,20,ECE,Placed
female,8.43,4,0.0,1,20,ECE,Placed
female,7.74,1,0.0,1,20,ECE,Placed
male,8.48,1,0.0,1,20,ECE,Placed
male,7.27,0,0.0,1,20,ECE,Not Placed
female,8.04,1,0.0,1,20,ECE,Placed
male,7.94,3,0.0,1,20,ECE,Placed
female,7.67,0,0.0,1,20,ECE,Not Placed
female,8.1,1,0.0,1,20,ECE,Placed
female,7.27,1,0.0,1,20,ECE,Placed
male,6.01,0,1.0,1,20,ECE,Not Placed
female,6.32,0,0.0,1,20,ECE,Not Placed
female,5.68,0,0.0,1,20,ECE,Not Placed
female,7.5,1,0.0,1,20,ECE,Placed
female,6.02,1,0.0,1,20,ECE,Placed
female,7.66,2,,2,20,ECE,Placed
female,9.12,2,,2,20,ECE,Placed
female,8.23,1,,2,20,ECE,Placed
female,7.21,1,,2,20,ECE,Placed
female,8.09,2,,2,20,ECE,Placed
female,7.27,2,,2,20,ECE,Placed
female,6.34,0,,2,20,ECE,Not Placed
female,8.12,2,,2,20,ECE,Placed
female,8.12,2,,2,20,ECE,Placed
female,8.4,3,,2,20,ECE,Placed
female,6.24,1,,2,20,ECE,Placed
female,8.69,1,,2,20,ECE,Placed
female,8.25,3,,2,20,ECE,Placed
female,8.39,1,,2,20,ECE,Placed
female,7.14,1,,2,20,ECE,Placed
female,8.39,0,,2,20,ECE,Not Placed
female,7.47,1,,2,20,ECE,Placed
female,8.51,3,,2,20,ECE,Placed
female,8.49,1,,2,20,ECE,Placed
female,7.26,1,,2,20,ECE,Placed
female,7.09,1,,2,20,ECE,Placed
female,8.33,1,,2,20,ECE,Placed
female,8.31,1,,2,20,ECE,Placed
female,8.37,2,,2,20,ECE,Placed
female,8.18,4,,2,20,ECE,Placed
male,7.68,0,,2,20,ECE,Not Placed
male,7.41,0,,2,20,ECE,Not Placed
male,8.14,1,,2,20,ECE,Placed
male,8.04,1,,2,20,ECE,Placed
male,7.43,1,,2,20,ECE,Placed
male,7.52,0,,2,20,ECE,Not Placed
male,7.72,3,,2,20,ECE,Placed
male,6.54,1,,2,20,ECE,Placed
male,6.23,3,,2,20,ECE,Placed
male,8.66,3,,2,20,ECE,Placed
male,7.57,2,,2,20,ECE,Placed
male,6.65,1,,2,20,ECE,Placed
male,8.22,3,,2,20,ECE,Placed
male,6.01,1,,2,20,ECE,Placed
male,6.28,1,,2,20,ECE,Placed
male,6.02,1,,2,20,ECE,Placed
male,8.48,2,,2,20,ECE,Placed
male,6.5,1,,2,20,ECE,Placed
male,6.6,1,,2,20,ECE,Placed
male,7.27,2,,2,20,ECE,Placed
male,8.61,2,,2,20,ECE,Placed
male,6.65,1,,2,20,ECE,Placed
male,6.63,1,,2,20,ECE,Placed
male,7.32,0,,2,20,ECE,Not Placed
male,7.51,4,,2,20,ECE,Placed
male,6.47,0,,2,20,ECE,Not Placed
male,7.35,3,,2,20,ECE,Placed
male,6.81,0,,2,20,ECE,Not Placed
female,8.99,2,,2,20,ECE,Placed
female,8.22,2,,2,20,ECE,Placed
female,7.76,3,,2,20,ECE,Placed
male,6.55,0,,2,20,ECE,Not Placed
female,7.89,2,,2,20,ECE,Placed
female,7.76,1,,2,20,ECE,Placed
female,8.91,1,,2,20,ECE,Placed
male,6.98,1,,2,20,ECE,Placed
male,6.19,2,,2,20,ECE,Placed
male,6.73,0,,2,20,ECE,Not Placed
female,7.09,1,,2,20,ECE,Placed
female,6.43,0,,2,20,ECE,Not Placed
male,6.05,1,,2,20,ECE,Placed
female,8.95,4,,3,20,ECE,Placed
female,8.01,3,,3,20,ECE,Placed
female,6.07,0,,3,20,ECE,Not Placed
female,6.01,0,,3,20,ECE,Not Placed
female,8.02,3,,3,20,ECE,Placed
female,8.3,3,,3,20,ECE,Placed
female,8.62,2,,3,20,ECE,Placed
female,8.67,1,,3,20,ECE,Placed
female,6.43,0,,3,20,ECE,Not Placed
female,8.37,3,,3,20,ECE,Placed
female,6.21,1,,3,20,ECE,Placed
female,8.63,1,,3,20,ECE,Placed
female,6.96,2,,3,20,ECE,Placed
female,7.56,2,,3,20,ECE,Placed
female,7.91,1,,3,20,ECE,Placed
female,6.01,1,,3,20,ECE,Placed
female,8.59,1,,3,20,ECE,Placed
female,8.26,4,,3,20,ECE,Placed
female,6.01,1,,3,20,ECE,Placed
female,7.18,2,,3,20,ECE,Placed
female,8.43,4,,3,20,ECE,Placed
female,8.04,1,,3,20,ECE,Placed
male,8.23,2,,3,20,ECE,Placed
male,9.09,3,,3,20,ECE,Placed
male,6.22,0,,3,20,ECE,Not Placed
male,6.3,2,,3,20,ECE,Placed
male,6.02,1,,3,20,ECE,Placed
male,8.66,2,,3,20,ECE,Placed
male,7.51,3,,3,20,ECE,Placed
male,7.63,3,,3,20,ECE,Placed
male,6.02,1,,3,20,ECE,Placed
male,6.01,0,,3,20,ECE,Not Placed
male,6.04,2,,3,20,ECE,Placed
male,9.04,1,,3,20,ECE,Placed
male,6.02,1,,3,20,ECE,Placed
male,7.57,2,,3,20,ECE,Placed
male,6.09,1,,3,20,ECE,Placed
male,6.17,0,,3,20,ECE,Not Placed
male,6.69,0,,3,20,ECE,Not Placed
male,6.01,0,,3,20,ECE,Not Placed
male,6.79,1,,3,20,ECE,Placed
male,6.06,2,,3,20,ECE,Placed
male,6.1,0,,3,20,ECE,Not Placed
male,5.8,1,,3,20,ECE,Placed
male,6.82,1,,3,20,ECE,Placed
male,6.06,1,,3,20,ECE,Placed
male,8.13,1,,3,20,ECE,Placed
male,7.02,2,,3,20,ECE,Placed
male,7.83,1,,3,20,ECE,Placed
male,7.39,1,,3,20,ECE,Placed
male,7.07,0,,3,20,ECE,Not Placed
male,6.37,1,,3,20,ECE,Placed
male,8.57,1,,3,20,ECE,Placed
male,6.03,1,,3,20,ECE,Placed
male,8.33,3,,3,20,ECE,Placed
male,6.01,1,,3,20,ECE,Placed
male,6.71,1,,3,20,ECE,Placed
male,6.66,0,,3,20,ECE,Not Placed
male,7.19,2,,3,20,ECE,Placed
male,8.09,6,,3,20,ECE,Placed
male,7.66,0,,3,20,ECE,Not Placed
male,6.41,1,,3,20,ECE,Placed
male,7.59,0,,3,20,ECE,Not Placed
male,6.5,0,,3,20,ECE,Not Placed
male,7.31,2,,3,20,ECE,Placed
female,7.58,1,,3,20,ECE,Placed
female,7.26,0,,3,20,ECE,Not Placed
female,6.86,0,,3,20,ECE,Not Placed
female,7.39,3,0.0,1,21,ECE,Placed
female,8.51,2,0.0,1,21,ECE,Placed
female,7.97,0,0.0,1,21,ECE,Not Placed
female,8.22,3,0.0,1,21,ECE,Placed
female,8.22,2,0.0,1,21,ECE,Placed
female,6.3,1,3.0,1,21,ECE,Placed
female,6.81,2,0.0,1,21,ECE,Placed
female,8.15,1,0.0,1,21,ECE,Placed
female,8.71,4,0.0,1,21,ECE,Placed
female,7.12,1,0.0,1,21,ECE,Placed
